年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
60,男性,188.12206164120943,53.82433733793583,2023-08-26 00:17:14,18.74743594175868,1546.8825312978033,242.39504619104588,0
56,女性,154.28859841375063,71.8783069024155,2023-08-25 22:52:01,4.841396095149478,201.6872389319697,795.7824662137004,1
28,女性,155.65414114941603,80.66076118343537,2023-08-25 23:26:04,15.593912846443946,1126.9931581646906,765.228003288882,0
59,男性,186.26613050568855,87.04420784047353,2023-08-25 06:02:53,17.436440964957015,284.1069626816405,1603.0068070805237,1
36,男性,181.9551707529995,85.94639084747979,2023-08-25 19:45:18,2.0677059131248434,16.636434877559356,2072.786864655062,1
65,女性,158.23953403313115,53.93258598200137,2023-08-25 13:30:12,4.584699196567276,148.2803812465773,736.7956464411159,1
50,女性,173.04812958258333,58.630735126644666,2023-08-25 23:39:40,16.534683936107307,686.6222412581001,954.4967560519151,0
32,女性,159.1831054537374,51.107136454958905,2023-08-25 09:52:43,2.844290928407291,648.7597908431063,739.4624738371484,1
39,女性,161.25769228066122,48.39812639367936,2023-08-25 01:36:37,7.283383144468896,784.3926799042584,613.89904934449,0
72,男性,157.1500798090574,83.17169031798483,2023-08-25 15:57:00,18.9543130325514,552.8806573886376,933.9142920818616,1
60,男性,163.6108484576178,74.65545800096103,2023-08-25 20:19:03,17.560791431470403,188.20548237826566,2133.9986607709197,0
69,男性,189.68680119977876,48.90625841738054,2023-08-25 02:43:33,16.405420715526937,1173.2544103385364,474.94882328835405,0
76,女性,176.6801589581802,61.739882972810534,2023-08-25 18:51:34,2.4101091883543027,339.79674941333116,777.5333626938454,1
25,女性,153.0167774999511,65.49092877277859,2023-08-25 14:00:51,5.131930994246949,855.9783232479263,858.0319704152978,0
68,男性,170.42655592911206,58.411802837565084,2023-08-25 03:22:25,17.068047780315695,1173.5935648125853,355.9508860764063,1
72,男性,178.48464357190457,89.52859653469173,2023-08-25 21:01:36,8.587929227616435,485.6728939526709,2591.9724222826653,0
57,男性,173.80440222560216,54.62264382702274,2023-08-25 14:14:30,13.456943436386881,520.6438024913899,854.4380096782214,1
68,女性,152.74202588007725,46.63791088053319,2023-08-25 11:50:29,7.7726993752156925,472.9162512489108,908.9246212964339,0
54,女性,186.33851261853968,46.91145924163245,2023-08-25 20:06:09,16.212679082392796,1364.242984808236,87.4534426082283,0
71,男性,177.96895023403943,64.81564918201232,2023-08-25 06:07:38,15.658280217939325,1102.0794722285318,818.6860565759665,0
47,女性,166.75937818111106,53.371427839962344,2023-08-25 00:54:53,1.9433559308101243,419.5686612284905,40.441894973503395,1
60,女性,183.6144835340979,62.73714504426401,2023-08-25 07:37:45,16.90886374627872,403.7324810222685,1625.8971698766181,0
68,男性,187.14563191702103,45.20184995998992,2023-08-25 10:10:03,7.504001273431898,466.6055014510022,1126.9014549125827,0
32,男性,165.74078964329289,77.90115940820638,2023-08-25 22:45:06,13.322567128062806,1634.1395912606708,307.30132948984533,1
67,女性,166.12518561389768,64.55218581449327,2023-08-25 07:50:50,13.63254031110734,765.0727255295686,841.3550468331883,0
68,男性,159.1455989474785,68.70913387070685,2023-08-25 07:56:31,9.732681954007324,1471.022643476436,189.95410831533977,0
64,男性,179.32169558284113,88.81077090606243,2023-08-25 22:33:04,8.052774641560314,80.49762433616797,1944.9075619864311,1
47,男性,173.27774670212213,60.029581771002725,2023-08-25 20:03:32,17.22125984740294,902.3370630911527,1250.4528321858295,0
71,女性,174.5266101841924,63.58624329179065,2023-08-25 00:15:53,1.4548819307594056,822.0656116397922,-227.44003085581846,1
39,男性,185.8053963105603,47.8544894159044,2023-08-25 20:24:07,14.200806010325094,176.05804672293084,2083.5204158364113,0
71,女性,175.6040211164981,61.33805406958502,2023-08-25 04:39:14,14.361856731293491,288.0719672198049,1608.5304305306295,0
24,女性,158.29805921565261,83.17882953332882,2023-08-25 22:05:24,11.058760491809654,856.5428982058825,945.0957998391964,1
29,男性,171.41918229639742,72.24145755613203,2023-08-25 02:42:16,11.848610010338273,626.4767018486389,1545.6331010873594,0
28,男性,189.30902998301264,63.94644736481149,2023-08-25 03:13:59,17.91049706039808,46.7839225797821,3963.1401978425074,0
72,女性,152.85245142647298,79.61683284368448,2023-08-25 01:05:56,2.7500834258019893,123.93746908450684,995.6459152912349,1
63,男性,171.45333825255628,62.58097773981763,2023-08-25 04:21:19,16.808024980301646,1237.5888921426847,488.70688395129406,0
26,男性,187.26283286707073,76.75699530431433,2023-08-25 06:43:35,17.867581931502496,1552.6809983105559,1222.5749690306177,0
33,男性,156.07383569585986,81.86135990665528,2023-08-25 09:45:55,6.591424600011716,1617.0918382734544,319.32028319151294,1
24,男性,187.57071733864956,69.73280457744679,2023-08-25 11:54:55,12.678047710786263,1289.5378173500637,870.8656035842821,0
41,男性,182.40178589389353,78.83532160648019,2023-08-25 10:37:21,19.5554923454794,1122.1994542686707,1406.7605132264614,0
53,女性,162.29274831688255,48.17151156910882,2023-08-25 16:27:02,1.2395287906594732,1087.775029288327,-942.3146972584958,1
27,男性,156.2670736453686,66.76005459485546,2023-08-25 10:49:53,3.462828115131233,1108.9619973443928,780.3544704906676,0
58,男性,166.81346134766238,58.41508249080416,2023-08-25 18:50:26,14.125929868839089,1478.8827638853274,144.43360183714253,0
31,女性,175.49406319887873,87.03164991152292,2023-08-25 13:31:35,13.706288165921142,881.6627096419967,919.31926238513,1
45,女性,188.32076459722543,85.57845356466741,2023-08-25 09:43:34,7.421401161655304,1656.732997700605,290.0147290151828,1
27,男性,150.23848516458696,79.69348747336966,2023-08-25 20:38:49,7.045197320536601,514.5725901455498,1529.12385524371,0
42,男性,162.82320201867273,59.732394858686874,2023-08-25 13:13:23,15.373666747473838,1558.237015675501,182.344340261812,0
76,男性,166.2551539034396,69.6925999954158,2023-08-26 00:30:22,2.2543982822470245,1525.087354631512,79.27484822144746,1
41,男性,158.31250773266325,74.43773628376226,2023-08-25 18:09:35,10.194407939397829,1418.2425395019843,363.5834491792638,1
57,男性,189.75531317234584,86.18303719682227,2023-08-25 16:03:58,9.610207623520223,126.5657819684296,3829.871056750202,0
47,女性,183.02756190557113,56.41032048130263,2023-08-25 18:10:45,11.699285713317533,540.0559755755016,1038.4575800413863,0
26,女性,154.50430307572654,58.7256495511946,2023-08-25 21:13:27,16.749717073663334,242.68093064490787,1414.9199018977204,0
66,女性,164.93482632085139,71.50605206498443,2023-08-25 09:32:59,9.377123008379101,670.1216449048051,1026.5647171452413,0
45,男性,182.05880457388918,87.79464751148657,2023-08-25 03:17:01,15.682817246899527,653.5444602130069,1357.6310279303268,1
38,女性,175.79884795469263,72.83799400008024,2023-08-25 00:42:42,2.9868292290022147,363.1715359152439,767.2128776597986,1
48,女性,152.53199485208464,53.2244418323383,2023-08-26 00:08:39,7.450165785471238,1141.3316072624314,192.76214013537407,0
51,女性,172.73625897485786,52.66164476588438,2023-08-25 08:59:34,19.723149091281257,1097.1299498147316,552.083677042117,0
77,男性,178.48451579909647,65.44622093096139,2023-08-25 05:45:17,5.0247211565472,729.6223012157757,1039.993025078614,0
55,男性,180.23930068394267,86.47882587504142,2023-08-25 03:35:30,4.9610607815299055,1030.3543159447006,585.1648030424387,1
38,女性,185.90556635183526,82.89586463709881,2023-08-25 00:34:10,4.747895733389163,1350.0638637297275,509.04873981806674,1
46,男性,160.01131952281835,53.78260480699379,2023-08-25 07:03:49,16.49110544832481,159.2750033207394,1668.8227938739672,0
57,女性,168.25565113498845,81.47443147679601,2023-08-25 03:23:16,12.015499349723152,502.6320266157218,1749.0520807365313,0
38,男性,183.7491205327743,60.76214760942858,2023-08-25 21:04:42,13.966217119387125,1742.263082652404,267.68946452029616,0
60,女性,166.41466153533318,79.13157507618031,2023-08-25 20:58:11,11.638934755115232,1073.733356980119,790.5282779436461,0
37,女性,184.33139780985664,45.89287731437188,2023-08-25 12:00:21,2.954249303478849,933.8438778898504,353.3040870657411,1
20,女性,155.5820280627062,64.28697512284177,2023-08-25 21:57:33,16.633441039556317,943.5591886805173,833.1268399221918,0
53,男性,168.69622785350518,76.70258467691062,2023-08-25 09:24:06,3.213699489980631,1185.7287402731213,405.235408340546,1
64,男性,150.4951715649129,85.99159759719628,2023-08-25 17:22:00,5.837594607243401,1167.328161949502,760.2057115296183,0
44,女性,179.1179138977504,76.35577329167663,2023-08-25 15:42:11,4.344566667872417,1584.3965006788,212.03354929315978,1
73,女性,155.62148924868873,48.89318059222046,2023-08-25 20:37:38,10.14770554109826,475.64809378800715,1379.7377987763673,0
44,女性,189.26843281363858,60.903901981624536,2023-08-25 13:12:22,13.71153934485915,1421.4012950797774,369.97483351019895,0
29,男性,187.9989735960773,69.97649254253912,2023-08-25 05:04:07,15.26037856590662,1933.612426334559,198.27482225612536,0
28,男性,187.75569153159296,47.14295829372811,2023-08-25 19:59:35,4.419093720044094,292.1597450210106,1421.3720060787282,1
20,女性,153.8520968103123,58.12150837450687,2023-08-25 03:25:19,7.7307832284285425,636.7246879453435,1058.3712093388997,0
63,女性,155.99742521627985,64.04430137949025,2023-08-25 09:38:35,6.520848438353292,1217.8314426114841,156.20245740066937,0
21,女性,175.19210951903048,79.64754244459888,2023-08-25 07:07:35,14.285805509955892,667.3682597133993,1586.5974561793234,0
31,男性,189.83410692614586,63.6244048374968,2023-08-25 10:09:44,8.337014268018464,1492.9641202939135,683.3615367908016,0
56,男性,166.4808183756197,78.21230114135463,2023-08-25 06:34:30,5.778980151101688,1697.011973351888,128.0780419051132,1
65,女性,166.98608400751752,54.66051679333651,2023-08-25 21:49:08,19.512824292690613,291.5610581345121,1295.3283009051247,0
33,男性,172.1634211503008,69.78526701479413,2023-08-25 03:12:48,16.3697898453577,389.6505138052705,1398.3336646808254,1
38,男性,178.03573912882112,74.54051615986437,2023-08-25 06:37:55,19.09300336570823,889.7236877839463,1133.659507443475,0
30,女性,152.9890510096045,51.651202455444206,2023-08-25 14:22:34,4.149448842601393,876.5467943859278,326.6835356198824,1
44,男性,181.12947666990286,70.98766779376689,2023-08-25 03:43:09,4.712952823739278,1529.9433792285236,304.20152847492176,1
69,男性,186.50095057546207,78.72365582998569,2023-08-25 23:31:04,11.771974012379344,977.5923502522252,1319.6228948915323,0
31,女性,186.8785812986903,68.91672988314023,2023-08-25 20:11:42,8.662398269071037,196.92277061792592,2777.7925460874762,0
65,男性,152.78718228459437,58.12175676873458,2023-08-25 09:09:14,17.96331326356871,1304.9189109796807,298.93278159681216,0
49,女性,156.32046258191932,57.79400640263714,2023-08-25 07:42:24,1.3275197982150369,77.85376513845613,681.1083712394383,1
50,男性,177.53344072718755,75.49558077242003,2023-08-25 14:46:24,15.071227498521186,1582.0318150416456,369.24319515008733,0
33,女性,165.09645384501687,66.51821492424168,2023-08-25 19:14:41,8.775964804385623,1104.753940017007,972.0651219128479,0
32,女性,168.90532930584357,68.60082458993836,2023-08-25 15:43:15,6.49629052726821,1409.5228442802427,517.8230075710195,0
74,男性,152.60334934945604,82.7922533752756,2023-08-25 00:44:40,19.659415939368827,240.72404063280788,2591.6615524091776,0
70,女性,165.526571480498,76.03493740007428,2023-08-25 19:23:22,7.720397650629279,555.9445400734343,1079.3734160062793,0
72,女性,187.52571699717885,82.85426500520316,2023-08-25 04:29:11,14.541607582771219,1208.3788378819665,1002.7451378628941,0
24,男性,156.47012192524252,51.13362674765074,2023-08-25 14:08:02,15.862508848186962,1601.4805547804979,61.57172708804247,0
31,女性,162.02009961928678,49.43767320673112,2023-08-25 20:09:02,2.4493532163444782,847.5447536291331,500.7706635904841,1
26,女性,184.63690051470553,50.78242909103459,2023-08-25 22:50:49,17.183208665342868,232.76664754543765,1953.8428750719115,0
35,男性,168.8825369573949,88.65096164018865,2023-08-25 09:16:27,6.5989089543825425,2091.756243961041,44.02752477627048,0
66,女性,178.56387828602925,57.83296617960954,2023-08-25 10:21:14,14.853058795787193,927.8799205160582,422.12528085964317,1
49,男性,167.1535828942201,74.12621916745903,2023-08-25 03:20:56,13.438204406234245,1418.2236201198307,445.5567394588161,0
57,男性,176.19233119737,80.0202365180227,2023-08-25 22:53:05,1.9093567467405634,1944.7495627553258,-1544.4527939941536,1
26,男性,174.42725999156914,45.03822516208086,2023-08-25 07:42:42,18.77564180694577,1373.0570802334198,542.7160599851478,0
22,男性,166.0835878137826,75.89443466701381,2023-08-25 21:41:16,16.236523519865088,1712.9425374946015,383.5516516870745,0
41,女性,165.3472760520776,88.81370366208546,2023-08-25 12:47:12,13.76661124502748,1603.2811402448074,337.4713407143376,0
56,男性,174.06834476546766,73.56624836845694,2023-08-25 03:57:21,6.171158293017906,1857.4746096629954,1.5327062717010336,0
48,女性,180.59757871889803,46.376373564205124,2023-08-25 22:04:09,8.874909395513535,773.8461850605684,977.3934714857817,0
52,女性,186.6864201696396,53.79894718316117,2023-08-25 10:36:21,8.790248998212515,517.4412695117435,1495.0519827310927,0
22,女性,171.40424552137202,85.66917256177922,2023-08-25 13:23:10,6.413441513085948,1833.183938659518,209.2955092854634,0
37,男性,166.01422057188944,65.96858116205117,2023-08-25 02:10:29,3.3544401929623366,213.51061478925868,874.0439755253849,1
22,女性,174.6048598953233,62.0706944670161,2023-08-25 22:26:23,18.264015596792678,1043.408836848869,1120.0032117558744,0
24,女性,154.67735736666546,63.69622242990192,2023-08-25 14:33:18,11.54333026380744,1449.3498365501223,113.88319387827724,1
79,男性,171.19636079294276,55.16889294019627,2023-08-25 04:40:27,6.9229415172571676,328.70327222913164,921.7418041729401,1
58,女性,187.00462386855838,47.870584468848364,2023-08-25 06:15:28,12.761782078297836,1329.8405537369786,131.91238387114905,0
24,男性,150.00375977285313,87.24684409915542,2023-08-25 08:17:13,14.529883116318516,611.62861189624,1355.0728012701904,1
40,女性,184.85755683926791,62.812056479413336,2023-08-25 21:55:39,4.29278831076769,817.5050062826822,775.6775102133065,1
41,女性,161.6265310762067,82.40618539378237,2023-08-25 07:55:00,5.378023493438541,1424.188384845519,563.4741808185852,0
53,女性,189.68893205813762,58.451655445666574,2023-08-25 12:38:58,7.665266785943835,619.1081488269244,1456.0992555268458,0
58,男性,178.70600757856892,56.05160128783865,2023-08-25 14:57:45,19.430930497167658,1269.5935018994385,621.4546835290771,0
62,女性,169.3401588230639,58.27148216439702,2023-08-25 17:19:44,14.439034995715712,868.1570555608997,934.210370886941,0
40,男性,173.7044092625114,55.30890185583884,2023-08-25 08:06:21,13.217375088912647,1208.7609746866676,645.4746123543827,0
30,女性,165.12306740975987,81.37180317056064,2023-08-25 02:08:04,1.7839476611622431,601.3121585163673,217.8042000885978,1
59,男性,168.98050936001394,59.446753556771505,2023-08-25 19:51:02,9.662180966868357,1134.1667137011277,590.6050681274128,0
77,男性,158.96376062071735,48.0587535107306,2023-08-25 10:10:43,11.39919551566389,694.0816487088858,821.7594289545685,0
40,女性,153.32870811503616,73.79096882788289,2023-08-25 09:28:46,9.618204729617435,1238.5201318441173,536.8950308938943,0
23,男性,183.13487266399164,78.11464671965031,2023-08-25 18:08:34,9.12012705219591,2133.0192955384846,38.9437308347389,1
65,女性,179.52500646971967,59.24102672784413,2023-08-25 20:30:00,15.435342273960444,1070.7239062037368,424.3230908354738,0
40,男性,173.65876397798425,53.25014968782932,2023-08-26 00:02:10,12.180896826272665,1320.0098302474007,546.7116752188887,0
58,男性,185.26477061455563,55.402378755937974,2023-08-25 12:23:41,11.347020669537033,269.30069215506245,1304.9222392873405,1
70,男性,163.18797079877973,70.48448703903483,2023-08-25 06:53:17,1.8972049791832966,126.64262950773877,837.5224159584895,1
38,女性,158.0421887058666,86.69242242319308,2023-08-25 11:29:15,2.590221690429006,1629.8542625746152,120.82527603797439,1
47,男性,157.663533311021,72.13879703783105,2023-08-25 20:25:10,1.8035718631970015,1565.967714986026,-1318.980707129489,1
76,女性,151.1805343184614,72.20065100951703,2023-08-25 03:47:58,19.505182935060574,77.74871577194489,1765.723447459455,0
20,男性,182.51662212356612,65.35169302293406,2023-08-25 20:47:50,17.6303453623534,934.5088018145905,1836.8073167387774,0
36,男性,175.18261863953998,86.090713034047,2023-08-25 06:38:44,19.720568577044542,486.27336760075804,2327.4940252079587,0
52,男性,166.80050298975746,55.74255216251742,2023-08-25 18:36:59,10.059441967162131,688.0960036628102,1078.826397046922,0
74,女性,153.67868750242584,68.12263405962753,2023-08-25 01:14:10,4.892723939585325,737.4742040946388,497.31785949501773,1
46,女性,174.0928295772735,69.00694879622426,2023-08-25 04:29:32,10.466586149932775,86.42263721260714,2345.1839682352515,0
62,男性,180.2919299103644,73.61113655761707,2023-08-25 13:57:20,10.411623223903549,143.54618616855953,2781.891678580043,0
73,男性,175.7403684345906,72.43533380474032,2023-08-25 15:08:56,17.581191147326287,591.7569753390296,1515.7902241360068,0
26,女性,170.21980497828338,89.7973424303357,2023-08-25 12:55:41,4.113068962894306,262.7581123547412,1146.2237307862194,1
26,男性,150.56431563271232,83.83737413015155,2023-08-25 06:11:48,12.218954484191908,1027.6714684787307,1693.6775478978884,0
22,女性,178.96991408210383,46.019692683638866,2023-08-25 19:28:51,13.971971683498603,596.9833648144008,1153.7575619362894,0
27,女性,162.1353859598709,80.26924933097881,2023-08-25 09:27:12,17.154282346563097,773.9863037903776,834.3035229060538,1
44,女性,153.07808849439485,59.7159536014651,2023-08-25 20:14:14,18.206854020264323,1188.4392016097852,193.3950606652355,1
27,女性,172.66387553020127,67.47874135751772,2023-08-25 14:40:46,13.970437324602939,507.8708049552369,1030.1968017074016,1
31,男性,187.48065429803654,69.84860865521316,2023-08-25 09:44:32,5.064899110634436,370.2432082761511,3168.727585386752,0
50,男性,169.49347281312131,88.57344492097057,2023-08-25 12:02:02,9.830557294153632,1094.8694629983047,889.0305052867807,1
72,男性,157.2376988428163,57.370329404187075,2023-08-25 01:00:44,6.9546470863380465,661.4172987356076,1092.715621183925,0
65,女性,177.09488775139232,56.484599644180506,2023-08-25 01:56:43,5.197078825423907,1275.8206917604882,193.24670322048652,0
31,女性,158.71110647799074,82.41935277551067,2023-08-25 17:27:39,19.940380176916825,2.1475752510667485,2547.764971309035,0
27,男性,156.4615231856426,71.73140744076348,2023-08-25 05:09:26,14.05315207009977,1.723442394078358,2208.3904970650797,0
37,女性,172.12274727955534,74.39988066910196,2023-08-25 17:42:06,7.84071888372403,1239.8996885414697,433.576862673672,1
33,女性,162.9362487526513,45.863662016495184,2023-08-25 04:43:24,13.184200075596967,262.1546319532402,867.7463623041488,1
59,男性,174.34063911400673,68.9324610170129,2023-08-25 18:07:29,13.421504026482975,770.1516777825233,1234.6260222999974,0
60,女性,167.87470813290773,85.02744639579805,2023-08-25 23:42:49,17.305782833316087,687.7201325306452,1909.4977945188539,0
45,男性,156.3028675467518,73.08640826443795,2023-08-25 02:27:33,18.137724609465955,722.7522367356669,1234.3097886863004,0
52,男性,176.5764616573571,76.16689742221594,2023-08-25 17:28:37,10.236670516008774,739.1174029454928,1516.2481935834,0
32,女性,168.89637033605538,75.76195510006757,2023-08-25 22:22:34,4.560101204472423,1130.0506155663475,379.87774137495006,1
61,男性,167.00565943164256,70.30294945478923,2023-08-25 22:26:15,7.1187370596113535,395.5185285523123,1459.1356023734395,0
42,女性,169.32650492711906,71.42130586967029,2023-08-25 05:49:29,3.3365343081612906,141.28322074067353,1050.079877844995,1
36,女性,188.21811663557878,87.02210666411816,2023-08-25 12:41:02,10.030060611579582,440.75683660938677,2403.7650536375545,0
21,男性,170.07166793851667,76.12837925539127,2023-08-25 06:28:51,1.8699431731723049,777.7909965244199,49.66095848589864,1
24,女性,160.59267039853088,86.63565467168783,2023-08-25 06:15:11,6.787219263257392,1346.6507282236762,471.4862690429571,1
60,男性,166.99476346957363,61.59287941449283,2023-08-25 17:55:45,19.477612486212166,1388.245897314736,256.20653808386777,0
52,女性,160.15973127090726,54.198380960152065,2023-08-25 11:12:05,10.923424538449742,71.81836005710736,1412.0455654765503,0
54,女性,174.9768588685702,82.4474810762888,2023-08-25 22:42:22,1.220192033221418,677.1939316907487,-139.3761048044753,1
73,男性,182.8217597595687,68.94152284458006,2023-08-25 15:54:25,17.47672317789181,1248.1230241605015,553.5907836568745,0
20,女性,165.93166127738826,50.07489212918337,2023-08-25 13:33:56,1.7949088872460885,1085.1949871556717,-430.94125811068847,1
62,女性,150.8181066243925,66.5572185190303,2023-08-25 17:09:56,18.044822344673143,1153.3829325495863,206.25420870049948,1
65,男性,156.23615851511045,88.54464003178384,2023-08-25 21:41:17,14.286704920801485,1310.6962888370558,638.8052070563217,0
32,女性,167.6635787670273,64.54973762098305,2023-08-25 21:57:12,5.009440757233715,334.373213244248,1640.3830058353165,0
37,女性,161.8024460769618,78.94002677660893,2023-08-25 04:57:36,7.472264035852883,376.1221183552936,2014.3859220463735,0
78,女性,153.65264675942677,79.95497431582865,2023-08-25 16:08:00,2.583414875255031,83.53301038318624,1088.4225540257328,1
65,男性,185.4746589296568,70.44950259015658,2023-08-25 15:48:06,11.223181610231359,63.668024028547705,1983.1130911241423,0
53,女性,168.69619877829103,63.7992184255115,2023-08-25 11:14:00,17.8294352647244,1306.649160468215,262.8350662043273,0
78,男性,176.41127041178387,63.676681400303316,2023-08-25 21:58:38,6.578735797378349,1496.0921183462194,169.91042928421427,0
54,男性,181.51002607997648,89.96686376220333,2023-08-25 07:35:44,15.129945997629939,1168.0139595066746,970.826401678312,0
41,男性,171.7618129213686,56.10128471983239,2023-08-25 16:17:31,2.4220117785909987,1007.5437280256845,380.1418961187527,1
67,女性,155.8030015178156,65.53952568198946,2023-08-25 12:11:20,16.09841256367758,627.67622033161,835.3205548238382,0
67,女性,185.2289883152751,76.28006032755624,2023-08-25 12:34:03,12.479939328509632,1014.0165565339292,586.8517612767179,1
28,男性,172.72745087390257,47.13562294023454,2023-08-25 05:19:28,14.877906985536237,1307.7194401159427,751.4384363385474,0
72,男性,187.3190200631886,48.96222070774004,2023-08-25 17:57:10,4.168851658456401,1158.4645899975005,276.2704066400404,1
21,女性,168.39381737375592,83.43161472182288,2023-08-25 01:28:23,5.916643704575791,696.2549996527702,1793.3275656933797,0
76,男性,186.38127532817953,68.83361999868686,2023-08-25 11:25:23,10.467267874872194,331.08542426341035,2083.7069979771404,0
27,女性,157.03617969745034,86.53136601695147,2023-08-25 16:57:27,8.584249052011286,930.3720912516334,1804.2688189229607,0
31,男性,180.47616791376336,57.75906391340517,2023-08-25 03:21:38,7.5999412562905775,45.50476488703512,2195.0680869245853,0
30,男性,177.1493622423997,86.52628076711608,2023-08-25 18:28:54,14.362375613073961,2057.2807226130967,151.0216160413246,0
52,女性,172.64496322604342,81.54490429223415,2023-08-25 07:33:06,13.403803351750636,764.3255105111599,914.2456223910748,1
70,女性,179.18272507293625,74.83794824154002,2023-08-25 17:11:08,4.930360694957593,652.0780721036313,524.8565683294923,1
47,男性,150.39705862843118,70.35280788555283,2023-08-25 16:05:26,17.612203233681203,1150.0105929032802,694.7292072188271,0
79,男性,184.88091851206684,74.44886028222771,2023-08-25 09:48:26,14.205895804619132,1570.91679160865,293.7548097148658,0
63,女性,164.18890821249406,68.58340645459074,2023-08-25 22:04:32,10.80759849423377,402.73306146962227,1590.601103440422,0
22,男性,155.0649129744263,76.43156011554315,2023-08-25 17:11:22,16.743532490556127,326.8916800758922,2411.62888432905,0
29,女性,183.78683474263568,72.03231827249729,2023-08-25 12:58:19,14.46474019289265,1873.784828443548,2.66492189435866,0
31,男性,153.96660757068938,67.16949558295747,2023-08-25 12:33:40,18.684679869663253,468.0889900153196,2732.7631972162635,0
46,女性,162.6273285510686,47.4884503701409,2023-08-25 14:53:28,14.999257129295852,7.08152513822812,2429.0414361984595,0
43,女性,156.3332019000253,88.1705032081348,2023-08-25 13:19:23,16.111102095223053,1663.310751221427,145.3207584065401,0
25,男性,176.5004047403243,76.47902457906062,2023-08-25 19:36:58,5.816233813138147,108.27337571583547,2859.9646463331555,0
71,女性,153.9983465416159,89.22525284566015,2023-08-25 18:37:35,6.062625721214123,319.38579057101,2246.3698061155087,0
51,女性,177.10513997293359,53.58436130596027,2023-08-25 03:59:05,9.095286525808778,784.3464315524758,1124.555655856229,0
24,女性,174.38422575793828,67.040615151806,2023-08-25 23:11:40,17.103587740942856,659.4184895448443,1871.5457421768192,0
59,男性,159.23983790595625,85.80802323784637,2023-08-25 08:12:14,5.726397770762427,1410.7476454917432,754.882931437888,0
20,男性,173.66032512213124,89.15667787978879,2023-08-25 15:32:01,11.693994997153508,789.9207642218583,2022.9620708813125,0
57,男性,180.9113553111016,72.96023655243503,2023-08-25 11:52:42,17.412458279165435,1788.7172844131799,137.51146925898445,0
73,男性,184.4037003075415,81.0317772667407,2023-08-25 01:30:17,6.885766163978162,1041.2199485402336,1498.5254288738267,0
52,男性,151.72397605521616,67.93874580476752,2023-08-25 07:07:15,11.581027358574955,1461.3194218617562,272.3538490891481,0
43,男性,174.31381054071576,80.32345170783931,2023-08-25 09:31:05,15.277446820253049,1009.0051199918229,2026.7332671988972,0
41,女性,180.64726458290536,46.5477934350006,2023-08-25 06:07:20,3.388243415097289,674.6222538962469,512.0591896631614,1
32,男性,176.50584221418217,55.0410957151959,2023-08-25 23:18:31,15.73793252677303,1312.3017308738697,601.9899180741171,0
40,男性,160.76680654366768,63.973266104450325,2023-08-25 13:06:23,8.785921700133265,498.5320999551377,1647.006065498888,0
59,女性,157.69728721107623,51.81523066111179,2023-08-25 16:46:24,16.787769244869743,1081.0646451921373,217.04970669234143,0
37,女性,152.94242105840306,49.50219161214793,2023-08-25 00:41:50,15.265656449586116,1315.565057075056,8.019247545325173,1
48,男性,159.31144686443628,73.59249290294632,2023-08-25 22:44:14,10.769623140395202,1790.0595707715884,8.095385979344941,0
57,男性,174.48813972811593,54.44694129539034,2023-08-25 01:57:44,17.852928847979705,831.436451585163,692.4907431133287,1
65,女性,166.57736913882388,47.38287944276891,2023-08-25 14:09:37,11.48864859414463,163.03263163920943,1426.2362738052338,0
60,男性,155.787343618559,72.6229674612687,2023-08-25 09:44:21,17.217396100866875,226.16619326729617,2103.3405616663636,0
35,男性,175.06123467312707,57.601053515096595,2023-08-25 11:14:32,12.554863068977804,404.24962023025824,2912.8062957474917,0
69,女性,170.0811079876402,69.6807200227713,2023-08-25 03:29:23,17.257242617425607,675.8120783750495,1209.9246794780047,0
69,女性,189.51660167725998,84.79341939137532,2023-08-25 10:02:29,11.646957432169469,953.7458192759574,1306.937525311661,0
32,男性,154.73817601434757,54.175346407846156,2023-08-25 12:38:47,6.981446736000233,1492.076171391739,183.4138058132807,0
77,女性,185.09164133393668,46.478101047713395,2023-08-25 19:51:44,1.737513019955207,1273.8956987931767,-1059.9840154437284,1
44,女性,169.8204940297272,60.822098623306644,2023-08-25 02:04:10,6.229164339170799,1055.647994210083,863.3852642391307,0
61,男性,166.68226406150126,59.193032612709736,2023-08-25 23:55:35,16.817945275196244,439.09128228947856,1781.2856340210594,0
44,男性,174.19917116459285,63.53887841523038,2023-08-25 10:49:57,4.903324027505752,638.065585875538,595.3763118434109,1
65,男性,188.1798261132457,63.458306959095886,2023-08-25 17:43:29,15.955692850545423,147.98393028270712,1893.8489941425814,0
44,男性,175.2462827118415,70.77984234856544,2023-08-25 20:12:04,12.37287463143067,549.7517737129497,1312.1444505329487,1
42,男性,154.29596506496938,81.34629159259606,2023-08-25 07:57:50,5.369474505997211,1841.2027416787,89.46205016330038,0
35,女性,189.94475586479362,60.138255606282556,2023-08-25 11:48:52,9.873202863716722,1063.8786342912847,856.4553141963067,0
72,男性,165.78320755449116,79.41668646663719,2023-08-25 16:17:47,10.438455146457674,1448.6748839362274,425.66570239197034,0
20,女性,173.61603900899303,77.97319882236471,2023-08-25 04:19:20,9.573947118568762,27.75216638326418,1963.2054312394866,0
